CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
1.8841973460987684,0.0,18.1,0.0,0.713,6.436,87.9,2.3158,3.2188758248682006,666.0,20.2,5.696119858320856,16.22,14.3
0.01945943115621908,4.394449154672439,1.76,0.0,0.385,6.23,31.5,9.0892,0.6931471805599453,241.0,18.2,4.030694535145644,12.93,20.1
0.03797955862417436,3.979681653901961,5.32,0.0,0.405,6.209,31.3,7.3172,1.9459101490553132,293.0,16.6,0.0,7.14,23.2
0.021634282125149704,4.110873864173311,2.93,0.0,0.401,6.8,9.9,6.2196,0.6931471805599453,265.0,15.6,1.5107219394949367,5.03,31.1
2.219266525546099,0.0,18.1,0.0,0.713,5.936,80.3,2.7792,3.2188758248682006,666.0,20.2,5.97736562272848,16.94,13.5
0.05450712449866107,0.0,2.46,0.0,0.488,7.831,53.6,3.1992,1.3862943611198906,193.0,17.8,1.6620303625532675,4.45,50.0
0.08680135493654229,3.828641396489095,3.44,0.0,0.437,6.951,21.5,6.4798,1.791759469228055,398.0,15.2,3.006672213592324,5.1,37.0
0.2740875847172427,0.0,6.2,0.0,0.504,8.266,78.3,2.8944,2.1972245773362196,307.0,17.4,2.553343811341226,4.14,44.8
0.038566653148816674,0.0,3.41,0.0,0.489,6.405,73.9,3.0921,1.0986122886681098,270.0,17.8,1.4701758451005849,8.2,22.0
0.14735046784990224,0.0,10.81,0.0,0.413,5.961,17.5,5.2873,1.6094379124341003,305.0,19.2,3.0426158594528405,9.88,21.7
0.043653182921403064,3.258096538021482,4.86,0.0,0.426,6.619,70.4,5.4007,1.6094379124341003,281.0,19.0,0.8197798314933032,7.22,23.9
1.5633897854422463,0.0,18.1,0.0,0.655,5.952,84.7,2.8715,3.2188758248682006,666.0,20.2,5.929296547396372,17.15,19.0
1.9862387647413884,0.0,18.1,0.0,0.74,6.341,96.4,2.072,3.2188758248682006,666.0,20.2,4.38065068849395,17.79,14.9
0.03669830378267371,0.0,5.19,0.0,0.515,6.31,38.5,6.4584,1.791759469228055,224.0,20.2,2.1400661634962708,6.75,20.7
0.00901920442015993,4.51085950651685,2.97,0.0,0.4,7.088,20.8,7.3073,0.6931471805599453,285.0,15.3,1.1568811967920698,7.85,32.2
0.04322231145326899,4.2626798770413155,2.24,0.0,0.4,6.871,47.4,7.8278,1.791759469228055,358.0,14.8,1.951608170169946,6.07,24.8
0.04860919541462225,3.091042453358316,5.64,0.0,0.439,5.998,21.4,6.8147,1.6094379124341003,243.0,16.8,0.0,8.43,23.4
0.10731959540732398,3.4339872044851463,4.93,0.0,0.428,6.897,54.3,6.3361,1.9459101490553132,300.0,16.6,1.8946168546677593,11.38,22.0
0.2796297392609525,0.0,21.89,0.0,0.624,5.942,93.5,1.9669,1.6094379124341003,437.0,21.2,2.978077338315269,16.9,17.4
2.0074150555763612,0.0,18.1,0.0,0.584,6.425,74.8,2.2004,3.2188758248682006,666.0,20.2,5.703615794099102,12.03,16.1
0.9664666021758896,0.0,21.89,0.0,0.624,5.019,100.0,1.4394,1.6094379124341003,437.0,21.2,0.0,34.41,14.4
1.2374114488766446,0.0,19.58,0.0,0.871,5.272,94.0,1.7364,1.791759469228055,403.0,14.7,5.734214681776403,16.14,13.1
0.03303817907679737,4.330733340286331,2.95,0.0,0.428,7.024,15.8,5.4011,1.3862943611198906,252.0,18.3,0.8241754429663375,1.98,34.9
0.034865087326079396,4.394449154672439,3.64,0.0,0.392,5.876,19.1,9.2203,0.6931471805599453,315.0,16.4,1.000631880307895,9.25,20.9
0.19164462825480602,2.6026896854443837,7.87,0.0,0.524,5.631,100.0,6.0821,1.791759469228055,311.0,15.2,2.4221443280516834,29.93,16.5
0.017623784753549428,4.564348191467836,1.47,0.0,0.403,7.135,13.9,7.6534,1.3862943611198906,402.0,17.0,2.610069792742004,4.45,32.9
0.051662226323793706,0.0,3.41,0.0,0.489,7.079,63.1,3.4145,1.0986122886681098,270.0,17.8,0.6097655716208806,5.7,28.7
0.039326476790879826,4.394449154672439,1.52,0.0,0.404,7.287,34.1,7.309,1.0986122886681098,329.0,12.6,0.0,4.08,33.3
1.7599471129733726,0.0,18.1,0.0,0.713,6.701,90.0,2.5975,3.2188758248682006,666.0,20.2,4.960534271126723,16.42,16.4
0.049580328098150495,0.0,5.19,0.0,0.515,6.316,38.1,6.4584,1.791759469228055,224.0,20.2,2.102913897864978,5.68,22.2
0.10849559615329891,3.044522437723423,6.96,0.0,0.464,6.538,58.7,3.9175,1.3862943611198906,223.0,18.6,1.0784095813505894,7.73,24.4
1.7123410111146564,0.0,18.1,0.0,0.77,6.398,88.0,2.5182,3.2188758248682006,666.0,20.2,3.150168626858409,7.79,25.0
0.12325249529930257,0.0,8.56,0.0,0.52,6.127,85.2,2.1224,1.791759469228055,384.0,20.9,2.323367632176572,14.09,20.4
0.04030666175913415,3.258096538021482,4.86,0.0,0.426,6.727,33.5,5.4007,1.6094379124341003,281.0,19.0,0.0,5.29,28.0
2.160101750967694,0.0,18.1,0.0,0.693,5.747,98.9,1.6334,3.2188758248682006,666.0,20.2,1.5686159179138357,19.92,8.5
0.07941173942416169,0.0,13.92,0.0,0.437,6.127,18.4,5.5027,1.6094379124341003,289.0,16.0,0.0,8.58,23.9
0.06778013642095809,0.0,13.89,0.0,0.55,6.642,85.1,3.4211,1.791759469228055,276.0,16.4,1.6331544390514172,9.69,28.7
0.16465813975505655,0.0,9.69,0.0,0.585,5.67,28.8,2.7986,1.9459101490553132,391.0,19.2,1.5282278570085477,17.6,23.1
0.11406948227773037,0.0,2.89,0.0,0.445,8.069,76.0,3.4952,1.0986122886681098,276.0,18.0,0.0,4.21,38.7
3.6548546189770925,0.0,18.1,0.0,0.679,6.202,78.7,1.8629,3.2188758248682006,666.0,20.2,5.937747264601994,14.52,10.9
0.6943714308596382,0.0,8.14,0.0,0.538,6.674,87.3,4.239,1.6094379124341003,307.0,21.0,2.8718682863316025,11.98,21.0
0.05619127964974249,0.0,2.46,0.0,0.488,6.98,58.4,2.829,1.3862943611198906,193.0,17.8,0.0,5.04,37.2
0.012926096886133677,3.58351893845611,1.52,0.0,0.442,7.241,49.3,7.0379,0.6931471805599453,284.0,15.5,1.1505720275988107,5.49,32.7
2.2815779805968406,0.0,18.1,0.0,0.584,5.565,70.6,2.0635,3.2188758248682006,666.0,20.2,5.976985225843148,17.16,11.7
3.2345050497403935,0.0,18.1,0.0,0.7,4.652,100.0,1.4672,3.2188758248682006,666.0,20.2,0.0,28.28,10.5
2.825797680570924,0.0,18.1,0.0,0.671,6.545,99.1,1.5192,3.2188758248682006,666.0,20.2,0.0,21.08,10.9
0.5139666854625483,0.0,8.14,0.0,0.538,5.813,90.3,4.682,1.6094379124341003,307.0,21.0,3.045474365448804,14.81,16.6
0.04204364799767933,3.367295829986474,15.04,0.0,0.464,6.249,77.3,3.615,1.6094379124341003,270.0,18.2,0.0,10.59,20.6
2.675678513070904,0.0,18.1,0.0,0.631,3.863,100.0,1.5106,3.2188758248682006,666.0,20.2,5.585299193885424,13.33,23.1
1.2176804241557975,0.0,19.58,0.0,0.871,6.13,100.0,1.4191,1.791759469228055,403.0,14.7,5.416055956772292,27.8,13.8
0.07709066236456355,0.0,5.96,0.0,0.499,5.85,41.5,3.9342,1.791759469228055,279.0,19.2,0.0,8.77,21.0
3.250440381229692,0.0,18.1,0.0,0.693,5.349,96.0,1.7028,3.2188758248682006,666.0,20.2,0.0,19.77,8.3
0.19399482498004605,3.1354942159291497,5.86,0.0,0.431,6.438,8.9,7.3967,2.0794415416798357,330.0,19.1,3.0363942552728798,3.59,24.8
0.11572759134397043,0.0,6.91,0.0,0.448,6.069,40.0,5.7209,1.3862943611198906,233.0,17.9,2.1412419425852818,9.55,21.2
0.7991185096332698,0.0,19.58,0.0,0.605,6.943,97.4,1.8773,1.791759469228055,403.0,14.7,3.540089380528773,4.59,41.3
0.6811606280137663,0.0,21.89,0.0,0.624,5.757,98.4,2.346,1.6094379124341003,437.0,21.2,4.906311278124028,17.31,15.6
3.7501908988370403,0.0,18.1,0.0,0.693,5.531,85.4,1.6074,3.2188758248682006,666.0,20.2,4.225957449023992,27.38,8.5
2.7114245017411593,0.0,18.1,0.0,0.597,6.657,100.0,1.5275,3.2188758248682006,666.0,20.2,5.8939895257241455,21.22,17.2
0.06661137129850153,0.0,2.46,0.0,0.488,6.144,62.2,2.5979,1.3862943611198906,193.0,17.8,0.0,9.45,36.2
0.2609709866142154,0.0,6.2,0.0,0.504,7.686,17.0,3.3751,2.1972245773362196,307.0,17.4,3.015044584586363,3.92,46.7
2.492163587735884,0.0,18.1,0.0,0.718,6.411,100.0,1.8589,3.2188758248682006,666.0,20.2,4.371344786327021,15.02,16.7
0.4544393823124307,0.0,6.2,0.0,0.507,8.337,73.3,3.8384,2.1972245773362196,307.0,17.4,2.4840729690394188,2.47,41.7
3.9538518529018067,0.0,18.1,0.0,0.597,5.757,100.0,1.413,3.2188758248682006,666.0,20.2,5.9796449703026395,10.11,15.0
1.1490043437281394,0.0,19.58,0.0,0.871,5.628,100.0,1.5166,1.791759469228055,403.0,14.7,5.432104976346135,16.65,15.6
0.31902084300745703,0.0,10.59,0.6931471805599453,0.489,5.404,88.6,3.665,1.6094379124341003,277.0,18.6,0.9783261227935958,23.98,19.3
0.04443784943056829,0.0,3.24,0.0,0.46,6.144,32.2,5.8736,1.6094379124341003,430.0,16.9,3.378610882989359,9.09,19.8
0.7918244127486899,0.0,19.58,0.0,0.605,5.875,94.6,2.4259,1.791759469228055,403.0,14.7,4.659753063758383,14.43,17.4
0.9015262716731895,0.0,19.58,0.0,0.605,7.489,90.8,1.9709,1.791759469228055,403.0,14.7,3.155723009862931,1.73,50.0
0.4318538424460674,3.044522437723423,3.97,0.0,0.647,7.203,81.8,2.1121,1.791759469228055,264.0,13.0,1.6292405397302734,9.59,33.8
0.1986623163820069,0.0,6.91,0.0,0.448,5.602,62.0,6.0877,1.3862943611198906,233.0,17.9,0.0,16.2,19.4
2.7236741753351374,0.0,18.1,0.0,0.693,6.343,100.0,1.5741,3.2188758248682006,666.0,20.2,0.0,20.32,7.2
0.3142266276738932,0.0,9.9,0.0,0.544,6.567,87.3,3.6023,1.6094379124341003,304.0,18.4,0.7929925155296522,9.28,23.8
0.754515055507092,0.0,19.58,0.6931471805599453,0.871,5.012,88.0,1.6102,1.791759469228055,403.0,14.7,4.000400116045559,12.12,15.3
0.4133208375737469,0.0,6.2,0.0,0.507,7.358,71.6,4.148,2.1972245773362196,307.0,17.4,2.0579625100027097,4.73,31.5
0.12161568167655971,0.0,13.92,0.0,0.437,6.678,31.1,5.9604,1.6094379124341003,289.0,16.0,0.0,6.27,28.6
1.4634984282783583,0.0,19.58,0.6931471805599453,0.871,5.403,100.0,1.3216,1.791759469228055,403.0,14.7,0.0,26.82,13.4
1.290741151786282,0.0,9.9,0.0,0.544,4.973,37.8,2.5194,1.6094379124341003,304.0,18.4,3.859676525055937,12.64,16.1
0.1024934094340411,0.0,8.56,0.0,0.52,6.195,54.4,2.7778,1.791759469228055,384.0,20.9,1.4838746894587473,13.0,21.7
2.730053020578551,0.0,18.1,0.0,0.614,6.229,88.0,1.9512,3.2188758248682006,666.0,20.2,2.679650726580511,13.11,21.4
2.020057712262034,0.0,18.1,0.6931471805599453,0.631,7.016,97.5,1.2024,3.2188758248682006,666.0,20.2,1.7664416612437592,2.96,50.0
3.0780585258000213,0.0,18.1,0.0,0.659,4.138,100.0,1.1781,3.2188758248682006,666.0,20.2,3.320710130749467,23.34,11.9
1.2382379898788045,0.0,19.58,0.0,0.605,6.402,95.2,2.2625,1.791759469228055,403.0,14.7,4.217446759356084,11.32,22.3
0.09956475262374566,3.713572066704308,6.41,0.6931471805599453,0.447,7.267,49.0,4.7872,1.6094379124341003,254.0,17.6,2.1575593209437853,6.05,33.2
0.01526292666591237,4.51085950651685,3.75,0.0,0.394,7.454,34.2,6.3361,1.3862943611198906,244.0,15.9,2.4475508632442318,3.11,44.0
0.029956781289803308,0.0,5.19,0.0,0.515,5.895,59.6,5.615,1.791759469228055,224.0,20.2,1.128171090909646,10.56,18.5
1.9274624605576969,0.0,18.1,0.0,0.693,6.405,96.0,1.6768,3.2188758248682006,666.0,20.2,0.0,19.37,12.5
0.06993642619916386,4.110873864173311,1.69,0.0,0.411,5.884,18.5,10.7103,1.6094379124341003,411.0,18.3,1.7173950539391913,7.79,18.6
0.22298353851284425,0.0,21.89,0.0,0.624,5.857,98.2,1.6686,1.6094379124341003,437.0,21.2,1.768149603588914,21.32,13.3
2.143121491225277,0.0,18.1,0.0,0.713,6.417,98.3,2.185,3.2188758248682006,666.0,20.2,4.539991459963097,19.31,13.0
2.335912513221137,0.0,18.1,0.0,0.679,6.38,95.6,1.9682,3.2188758248682006,666.0,20.2,5.8206169123876546,24.08,9.5
0.1521973447384029,3.1354942159291497,5.86,0.0,0.431,6.433,49.1,7.8265,2.0794415416798357,330.0,19.1,3.14372115126744,9.52,24.5
0.3452762246773023,0.0,6.2,0.0,0.504,7.163,79.9,3.2157,2.1972245773362196,307.0,17.4,3.251149385418496,6.36,31.6
0.29348271614145116,0.0,7.38,0.0,0.493,6.415,40.1,4.7211,1.791759469228055,287.0,19.6,0.0,6.12,25.0
0.15846422026338805,3.258096538021482,5.13,0.0,0.453,5.966,93.4,6.8185,2.1972245773362196,284.0,19.7,2.9866915289018414,14.44,16.0
2.1243085441136205,0.0,18.1,0.0,0.679,6.193,78.1,1.9356,3.2188758248682006,666.0,20.2,5.707674889371544,21.52,11.0
0.26502993916684736,0.0,7.38,0.0,0.493,6.312,28.9,5.4159,1.791759469228055,287.0,19.6,0.0,6.15,23.0
1.8394458498493202,0.0,18.1,0.0,0.7,6.051,82.5,2.1678,3.2188758248682006,666.0,20.2,2.9714395809849456,18.76,23.2
1.8976168614222872,0.0,18.1,0.6931471805599453,0.631,6.683,96.8,1.3567,3.2188758248682006,666.0,20.2,3.116621590829444,3.73,50.0
0.052326760177767426,0.0,13.92,0.0,0.437,6.549,51.0,5.9604,1.6094379124341003,289.0,16.0,1.6193882432872595,7.39,27.1
0.0550562057480784,0.0,3.41,0.0,0.489,7.007,86.3,3.4217,1.0986122886681098,270.0,17.8,0.0,5.5,23.6
2.6444072787962525,0.0,18.1,0.0,0.58,5.713,56.7,2.8237,3.2188758248682006,666.0,20.2,0.0,14.76,20.1
0.18067019404472417,0.0,10.59,0.0,0.489,6.182,42.4,3.9454,1.6094379124341003,277.0,18.6,1.451613827240529,9.47,25.0
2.224417043716578,0.0,18.1,0.0,0.713,7.393,99.3,2.4527,3.2188758248682006,666.0,20.2,3.0924051608142507,16.74,17.8
2.6644326359464867,0.0,18.1,0.0,0.693,5.887,94.7,1.7821,3.2188758248682006,666.0,20.2,0.0,16.35,12.7
0.23852859229108633,0.0,9.9,0.0,0.544,6.266,82.8,3.2628,1.6094379124341003,304.0,18.4,1.506297153514585,7.9,21.6
0.6707839777866772,0.0,8.14,0.0,0.538,6.047,88.8,4.4534,1.6094379124341003,307.0,21.0,4.5165575276314875,17.28,14.8
2.226486679687524,0.0,18.1,0.6931471805599453,0.668,5.875,89.6,1.1296,3.2188758248682006,666.0,20.2,3.9124229254494725,8.88,50.0
0.030655288259616865,0.0,4.39,0.0,0.442,6.014,48.5,8.0136,1.3862943611198906,352.0,18.8,2.5063419305080648,10.53,17.5
0.508929827880027,3.044522437723423,3.97,0.0,0.647,7.333,100.0,1.8946,1.791759469228055,264.0,13.0,2.681706225762605,7.79,36.0
0.11514845708892209,0.0,2.89,0.0,0.445,6.625,57.8,3.4952,1.0986122886681098,276.0,18.0,3.6868774514432623,6.65,28.4
0.8513638686748988,0.0,19.58,0.0,0.605,6.066,100.0,1.7573,1.791759469228055,403.0,14.7,3.7844168808229997,6.43,24.3
1.749611943801969,0.0,18.1,0.0,0.713,6.525,86.5,2.4358,3.2188758248682006,666.0,20.2,5.849267141398181,18.13,14.1
0.021536417530524612,4.42484663185681,2.03,0.0,0.415,7.61,15.7,6.27,1.0986122886681098,348.0,14.7,0.9242589015233247,3.11,42.3
0.08963958688495932,2.6026896854443837,7.87,0.0,0.524,5.889,39.0,5.4509,1.791759469228055,311.0,15.2,2.001480000210121,15.71,21.7
0.04560414180501583,4.394449154672439,1.52,0.0,0.404,7.107,36.6,7.309,1.0986122886681098,329.0,12.6,3.7748277662503007,8.61,30.3
1.194043673248051,0.0,19.58,0.0,0.605,6.319,96.1,2.1,1.791759469228055,403.0,14.7,4.61323755706585,11.1,23.8
0.17456656442088753,3.1354942159291497,5.86,0.0,0.431,6.718,17.5,7.8265,2.0794415416798357,330.0,19.1,1.4255150742731644,6.56,26.2
0.024673100204884193,0.0,1.89,0.0,0.518,6.54,59.7,6.2669,0.6931471805599453,422.0,15.9,2.071913275259044,8.65,16.5
2.213944025142987,0.0,18.1,0.0,0.7,5.39,98.9,1.7281,3.2188758248682006,666.0,20.2,0.0,20.85,11.5
2.340904438499074,0.0,18.1,0.0,0.74,5.627,93.9,1.8172,3.2188758248682006,666.0,20.2,0.0,22.88,12.8
0.05368293691618483,3.5263605246161616,2.18,0.0,0.472,7.236,41.1,4.022,2.0794415416798357,222.0,18.4,1.4398351280479134,6.93,36.1
